"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 15:18:19 SAMT 2024","Sun Jan 21 15:18:31 SAMT 2024","12022","","Тестдва","","Тестдваодин","","Тестдваодин",""
